area,source_file,key,plural_category,plural_category_required_for_locales,english_source,context,placeholders_keep_exact,glossary_terms_to_review,current_de,current_es,current_fr,current_ja,current_ko,current_pl,current_pt-br,current_pt-pt,current_ru,current_zh-cn,current_zh-tw
host,l10n/bundle.l10n.json,Files affected in {revision},,,Files affected in {revision},"Extension-host runtime notification, command label, prompt, or status message.",{revision},,Betroffene Dateien in {revision},Archivos afectados en {revision},Fichiers concernés dans {revision},{revision} で変更されたファイル,{revision}에서 변경된 파일,Pliki zmienione w {revision},Arquivos afetados em {revision},Ficheiros afetados em {revision},"Файлы, затронутые в {revision}",{revision} 中受影响的文件,{revision} 中受影響的檔案
host,l10n/bundle.l10n.json,Branch,,,Branch,"Extension-host runtime notification, command label, prompt, or status message.",,Branch,Branch,Rama,Branche,ブランチ,브랜치,Gałąź,Ramo,Ramo,Ветка,分支,分支
host,l10n/bundle.l10n.json,Refresh,,,Refresh,"Extension-host runtime notification, command label, prompt, or status message.",,,Aktualisieren,Actualizar,Rafraîchir,更新,새로 고침,Odśwież,Atualizar,Atualizar,Обновить,刷新,重新整理
host,l10n/bundle.l10n.json,Search history,,,Search history,"Extension-host runtime notification, command label, prompt, or status message.",,,Verlauf durchsuchen,Buscar en el historial,Rechercher dans l’historique,履歴を検索,기록 검색,Przeszukaj historię,Pesquisar no histórico,Pesquisar no histórico,Поиск по истории,搜索历史记录,搜尋歷史記錄
host,l10n/bundle.l10n.json,Load more,,,Load more,"Extension-host runtime notification, command label, prompt, or status message.",,,Mehr laden,Cargar más,Charger davantage,さらに読み込む,더 불러오기,Załaduj więcej,Carregar mais,Carregar mais,Загрузить ещё,加载更多,載入更多
host,l10n/bundle.l10n.json,No file history found.,,,No file history found.,"Extension-host runtime notification, command label, prompt, or status message.",,,Kein Dateiverlauf gefunden.,No se encontró historial del archivo.,Aucun historique trouvé pour ce fichier.,ファイル履歴が見つかりませんでした。,파일 기록을 찾을 수 없습니다.,Nie znaleziono historii pliku.,Nenhum histórico do arquivo encontrado.,Não foi encontrado histórico do ficheiro.,История файла не найдена.,未找到文件历史记录。,找不到檔案歷史記錄。
host,l10n/bundle.l10n.json,Select a revision to view its changes.,,,Select a revision to view its changes.,"Extension-host runtime notification, command label, prompt, or status message.",,,"Wählen Sie eine Revision aus, um ihre Änderungen anzuzeigen.",Seleccione una revisión para ver sus cambios.,Sélectionnez une révision pour afficher ses modifications.,変更を表示するリビジョンを選択してください。,변경 사항을 보려면 리비전을 선택하세요.,"Wybierz rewizję, aby wyświetlić jej zmiany.",Selecione uma revisão para ver suas alterações.,Selecione uma revisão para ver as suas alterações.,Выберите ревизию для просмотра её изменений.,选择一个修订以查看其更改。,選擇修訂以檢視其變更。
host,l10n/bundle.l10n.json,Show Details,,,Show Details,"Extension-host runtime notification, command label, prompt, or status message.",,,Details anzeigen,Mostrar detalles,Afficher les détails,詳細を表示,세부 정보 표시,Pokaż szczegóły,Mostrar detalhes,Mostrar detalhes,Показать подробности,显示详情,顯示詳細資料
host,l10n/bundle.l10n.json,Copy Revision,,,Copy Revision,"Extension-host runtime notification, command label, prompt, or status message.",,,Revision kopieren,Copiar revisión,Copier la révision,リビジョンをコピー,리비전 복사,Kopiuj rewizję,Copiar revisão,Copiar revisão,Копировать ревизию,复制修订,複製修訂
host,l10n/bundle.l10n.json,Open Revision,,,Open Revision,"Extension-host runtime notification, command label, prompt, or status message.",,,Revision öffnen,Abrir revisión,Ouvrir la révision,リビジョンを開く,리비전 열기,Otwórz rewizję,Abrir revisão,Abrir revisão,Открыть ревизию,打开修订,開啟修訂
host,l10n/bundle.l10n.json,Compare with Local,,,Compare with Local,"Extension-host runtime notification, command label, prompt, or status message.",,,Mit lokaler Version vergleichen,Comparar con local,Comparer avec la version locale,ローカルと比較,로컬과 비교,Porównaj z lokalną wersją,Comparar com local,Comparar com a versão local,Сравнить с локальной версией,与本地比较,與本機比較
host,l10n/bundle.l10n.json,Show Diff,,,Show Diff,"Extension-host runtime notification, command label, prompt, or status message.",,,Diff anzeigen,Mostrar diferencia,Afficher la différence,差分を表示,차이점 표시,Pokaż różnice,Mostrar diferença,Mostrar diferença,Показать различия,显示差异,顯示差異
host,l10n/bundle.l10n.json,Show All Affected Files,,,Show All Affected Files,"Extension-host runtime notification, command label, prompt, or status message.",,,Alle betroffenen Dateien anzeigen,Mostrar todos los archivos afectados,Afficher tous les fichiers concernés,変更されたすべてのファイルを表示,변경된 모든 파일 표시,Pokaż wszystkie zmienione pliki,Mostrar todos os arquivos afetados,Mostrar todos os ficheiros afetados,Показать все затронутые файлы,显示所有受影响的文件,顯示所有受影響的檔案
host,l10n/bundle.l10n.json,Author,,,Author,"Extension-host runtime notification, command label, prompt, or status message.",,,Autor,Autor,Auteur,著者,작성자,Autor,Autor,Autor,Автор,作者,作者
host,l10n/bundle.l10n.json,Date,,,Date,"Extension-host runtime notification, command label, prompt, or status message.",,,Datum,Fecha,Date,日付,날짜,Data,Data,Data,Дата,日期,日期
host,l10n/bundle.l10n.json,Resize history list,,,Resize history list,"Extension-host runtime notification, command label, prompt, or status message.",,,Größe der Verlaufsliste ändern,Cambiar el tamaño de la lista del historial,Redimensionner la liste de l’historique,履歴一覧のサイズを変更,기록 목록 크기 조정,Zmień rozmiar listy historii,Redimensionar a lista do histórico,Redimensionar a lista do histórico,Изменить размер списка истории,调整历史记录列表大小,調整歷史記錄清單大小
host,l10n/bundle.l10n.json,Select a local file to show Git history.,,,Select a local file to show Git history.,"Extension-host runtime notification, command label, prompt, or status message.",,Git,"Wählen Sie eine lokale Datei aus, um den Git-Verlauf anzuzeigen.",Seleccione un archivo local para mostrar su historial de Git.,Sélectionnez un fichier local pour afficher son historique Git.,Git 履歴を表示するローカルファイルを選択してください。,Git 기록을 표시할 로컬 파일을 선택하세요.,"Wybierz plik lokalny, aby wyświetlić historię Git.",Selecione um arquivo local para mostrar o histórico do Git.,Selecione um ficheiro local para mostrar o histórico do Git.,Выберите локальный файл для просмотра истории Git.,选择本地文件以显示 Git 历史记录。,選擇本機檔案以顯示 Git 歷史記錄。
host,l10n/bundle.l10n.json,The selected file is outside its Git repository.,,,The selected file is outside its Git repository.,"Extension-host runtime notification, command label, prompt, or status message.",,Git,Die ausgewählte Datei befindet sich außerhalb ihres Git-Repositorys.,El archivo seleccionado está fuera de su repositorio de Git.,Le fichier sélectionné se trouve hors de son dépôt Git.,選択したファイルは Git リポジトリの外にあります。,선택한 파일이 Git 저장소 외부에 있습니다.,Wybrany plik znajduje się poza swoim repozytorium Git.,O arquivo selecionado está fora de seu repositório Git.,O ficheiro selecionado está fora do respetivo repositório Git.,Выбранный файл находится вне своего репозитория Git.,所选文件位于其 Git 仓库之外。,所選檔案位於其 Git 存放庫之外。
host,l10n/bundle.l10n.json,Unable to show Git history: {message},,,Unable to show Git history: {message},"Extension-host runtime notification, command label, prompt, or status message.",{message},Git,Der Git-Verlauf konnte nicht angezeigt werden: {message},No se pudo mostrar el historial de Git: {message},Impossible d’afficher l’historique Git : {message},Git 履歴を表示できません: {message},Git 기록을 표시할 수 없습니다: {message},Nie można wyświetlić historii Git: {message},Não foi possível mostrar o histórico do Git: {message},Não foi possível mostrar o histórico do Git: {message},Не удалось показать историю Git: {message},无法显示 Git 历史记录：{message},無法顯示 Git 歷史記錄：{message}
host,l10n/bundle.l10n.json,History Actions,,,History Actions,File history toolbar overflow button; opens actions for the selected revision.,,,Verlaufsaktionen,Acciones del historial,Actions de l’historique,履歴の操作,기록 작업,Akcje historii,Ações do histórico,Ações do histórico,Действия с историей,历史记录操作,歷程記錄操作
webview,src/webviews/i18n/en.json,diff.toolbar.differenceCount.one,one,de es fr pl pt-br pt-pt ru,{count} difference,Top-right diff toolbar count of changed blocks.,{count},,{count} Unterschied,{count} diferencia,{count} différence,,,{count} różnica,{count} diferença,{count} diferença,{count} различие,,
webview,src/webviews/i18n/en.json,diff.toolbar.differenceCount.other,other,de es fr ja ko pl pt-br pt-pt ru zh-cn zh-tw,{count} differences,Top-right diff toolbar count of changed blocks.,{count},,{count} Unterschiede,{count} diferencias,{count} différences,{count} 件の差分,차이점 {count}개,{count} różnicy,{count} diferenças,{count} diferenças,{count} различия,{count} 处差异,{count} 處差異
webview,src/webviews/i18n/en.json,merge.status.noChanges,,,No changes,Top-right merge status when there are no changed or conflicting blocks.,,,Keine Änderungen,Sin cambios,Aucun changement,変更なし,변경 사항 없음,Bez zmian,Sem alterações.,Sem alterações.,Без изменений,无变化,無變化
